Age,gender,occupation,education,lifestyle,favorite,zone,activity,month,place
39,female,employee,bachelor,technology,movie,Phasi Charoen,stand up comedy,1,Royal Paragon Hall
31,male,business,graduate,technology,concert,Khlong San,stand up comedy,1,Royal Paragon Hall
33,male,business,graduate,technology,travel,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
32,male,employee,bachelor,technology,concert,Bang Kapi,stand up comedy,1,Royal Paragon Hall
45,female,employee,graduate,technology,concert,Phaya Thai,stand up comedy,1,Royal Paragon Hall
23,female,student,bachelor,technology,travel,Bang Kapi,stand up comedy,1,Royal Paragon Hall
32,male,employee,bachelor,technology,travel,Prawet,stand up comedy,1,Royal Paragon Hall
40,male,employee,bachelor,technology,concert,Sai Mai,stand up comedy,1,Royal Paragon Hall
29,male,business,bachelor,technology,travel,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
58,male,business,bachelor,technology,travel,Suan Luang,stand up comedy,1,Royal Paragon Hall
76,female,student,bachelor,technology,movie,Thon Buri,stand up comedy,1,Royal Paragon Hall
38,male,employee,graduate,technology,travel,Bang Na,stand up comedy,1,Royal Paragon Hall
38,female,employee,graduate,technology,movie,Bang Na,stand up comedy,1,Royal Paragon Hall
25,male,student,bachelor,technology,concert,Huai Khwang,stand up comedy,1,Royal Paragon Hall
34,male,employee,graduate,technology,travel,Sai Mai,stand up comedy,1,Royal Paragon Hall
49,male,employee,graduate,technology,family,Watthana,stand up comedy,1,Royal Paragon Hall
35,male,employee,graduate,technology,travel,Rat Burana,stand up comedy,1,Royal Paragon Hall
30,male,business,bachelor,technology,movie,Bang Na,stand up comedy,1,Royal Paragon Hall
65,male,business,bachelor,technology,concert,Chatuchak,stand up comedy,1,Royal Paragon Hall
37,male,employee,graduate,technology,movie,Ratchathewi,stand up comedy,1,Royal Paragon Hall
53,female,employee,bachelor,technology,travel,Bang Rak,stand up comedy,1,Royal Paragon Hall
36,male,business,graduate,technology,concert,Watthana,stand up comedy,1,Royal Paragon Hall
35,female,employee,bachelor,technology,travel,Khlong San,stand up comedy,1,Royal Paragon Hall
31,female,business,bachelor,technology,travel,Lat Krabang,stand up comedy,1,Royal Paragon Hall
54,male,enterprise,graduate,technology,travel,Taling Chan,stand up comedy,1,Royal Paragon Hall
30,male,other,bachelor,technology,travel,Ratchathewi,stand up comedy,1,Royal Paragon Hall
46,male,employee,bachelor,technology,travel,Din Daeng,stand up comedy,1,Royal Paragon Hall
61,male,official,other,technology,travel,Thung Khru,stand up comedy,1,Royal Paragon Hall
37,male,enterprise,bachelor,technology,travel,Phaya Thai,stand up comedy,1,Royal Paragon Hall
21,male,student,graduate,technology,concert,Huai Khwang,stand up comedy,1,Royal Paragon Hall
51,male,business,bachelor,technology,concert,Pathum Wan,stand up comedy,1,Royal Paragon Hall
21,male,student,bachelor,technology,concert,Ratchathewi,stand up comedy,1,Royal Paragon Hall
49,female,employee,bachelor,technology,rally,Lak Si,stand up comedy,1,Royal Paragon Hall
49,female,business,bachelor,technology,travel,Lak Si,stand up comedy,1,Royal Paragon Hall
57,male,business,diploma,technology,travel,Bang Rak,stand up comedy,1,Royal Paragon Hall
35,female,employee,graduate,technology,family,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
53,female,business,graduate,technology,concert,Bueng Kum,stand up comedy,1,Royal Paragon Hall
34,female,employee,bachelor,technology,concert,Phasi Charoen,stand up comedy,1,Royal Paragon Hall
51,female,business,bachelor,technology,travel,Bang Kapi,stand up comedy,1,Royal Paragon Hall
33,male,business,bachelor,technology,concert,Bang Kho Laem,stand up comedy,1,Royal Paragon Hall
31,female,business,graduate,technology,concert,Pathum Wan,stand up comedy,1,Royal Paragon Hall
37,male,employee,bachelor,technology,travel,Samphanthawong,stand up comedy,1,Royal Paragon Hall
43,male,business,bachelor,technology,travel,Bang Khae,stand up comedy,1,Royal Paragon Hall
46,female,employee,bachelor,technology,travel,Prawet,stand up comedy,1,Royal Paragon Hall
19,male,student,other,technology,concert,Bang Khae,stand up comedy,1,Royal Paragon Hall
49,female,official,graduate,technology,travel,Ratchathewi,stand up comedy,1,Royal Paragon Hall
49,female,business,bachelor,technology,travel,Bangkok Yai,stand up comedy,1,Royal Paragon Hall
38,female,business,graduate,technology,concert,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
59,male,business,primary,technology,travel,Phra Nakhon,stand up comedy,1,Royal Paragon Hall
30,male,employee,bachelor,technology,movie,Huai Khwang,stand up comedy,1,Royal Paragon Hall
22,male,student,bachelor,technology,travel,Pathum Wan,stand up comedy,1,Royal Paragon Hall
34,female,employee,graduate,technology,movie,Huai Khwang,stand up comedy,1,Royal Paragon Hall
35,male,employee,graduate,technology,movie,Don Mueang,stageplay,3,Rachadalai Theatre
38,male,business,bachelor,technology,travel,Yan Nawa,stageplay,3,Rachadalai Theatre
30,female,employee,bachelor,technology,movie,Phaya Thai,stageplay,3,Rachadalai Theatre
9,male,student,primary,technology,travel,Bang Sue,camping,10,Kanchanaburi
12,male,student,primary,technology,travel,Don Mueang,camping,9,Kanchanaburi
10,female,student,other,technology,travel,Pathum Wan,camping,10,Kanchanaburi
11,male,student,primary,technology,travel,Bang Kapi,camping,10,Kanchanaburi
48,male,business,bachelor,technology,travel,Pom Prap Sattru Phai,movie,12,Office
34,male,business,bachelor,technology,movie,Nong Khaem,movie,12,Office
40,male,employee,graduate,technology,travel,Nong Chok,movie,12,Office
35,female,employee,graduate,technology,family,Rat Burana,movie,12,Office
30,female,enterprise,graduate,technology,movie,Lat Phrao,movie,12,Office
26,male,business,graduate,technology,movie,Bang Bon,movie,12,Office
30,male,employee,bachelor,technology,movie,Din Daeng,movie,12,Office
19,female,student,secondary,technology,celebrity,Chom Thong,movie,12,Office
12,female,student,other,technology,movie,Wang Thonglang,movie,12,Office
39,female,business,bachelor,technology,concert,Thon Buri,movie,12,Office
22,male,student,secondary,technology,travel,Chom Thong,movie,12,Office
38,female,business,graduate,technology,concert,Thawi Watthana,movie,12,Office
70,male,retire,graduate,technology,travel,Lat Phrao,journey,11,Phrae and Nan
33,female,employee,graduate,technology,concert,Bang Rak,journey,11,Phrae and Nan
57,male,business,bachelor,technology,family,Pathum Wan,journey,11,Phrae and Nan
18,male,student,other,technology,travel,Chom Thong,journey,12,Phrae and Nan
18,male,student,bachelor,technology,movie,Phra Nakhon,nature,5,Khao Yai
57,female,official,bachelor,technology,travel,Ratchathewi,nature,5,Khao Yai
61,male,other,graduate,technology,concert,Bang Kho Laem,nature,5,Khao Yai
51,female,enterprise,bachelor,technology,movie,Taling Chan,nature,5,Khao Yai
52,female,business,bachelor,technology,family,Min Buri,nature,5,Khao Yai
18,female,student,secondary,technology,concert,Pom Prap Sattru Phai,nature,5,Khao Yai
29,female,student,bachelor,technology,travel,Sathon,culture,2,Navy Hall
53,female,business,other,technology,concert,Bang Kho Laem,culture,2,Navy Hall
34,male,business,other,technology,travel,Wang Thonglang,culture,2,Navy Hall
51,male,employee,bachelor,technology,travel,Sathon,culture,7,Ayutthaya
12,male,student,primary,technology,travel,Don Mueang,culture,7,Ayutthaya
33,male,employee,secondary,technology,travel,Khan Na Yao,culture,7,Ayutthaya
50,male,business,diploma,technology,travel,Don Mueang,culture,7,Ayutthaya
51,male,employee,bachelor,technology,travel,Sathon,culture,7,Ayutthaya
50,male,business,diploma,technology,travel,Don Mueang,culture,7,Ayutthaya
70,male,business,secondary,technology,family,Nong Khaem,stageplay,9,Rachadalai Theatre
35,male,employee,graduate,technology,movie,Don Mueang,stageplay,9,Rachadalai Theatre
57,male,business,secondary,technology,travel,Bang Khun Thian,stageplay,9,Rachadalai Theatre
9,male,business,graduate,technology,travel,Pom Prap Sattru Phai,stageplay,9,Rachadalai Theatre
46,female,employee,diploma,technology,other,Phra Khanong,stageplay,10,Rachadalai Theatre
35,male,business,bachelor,technology,travel,Ratchathewi,stageplay,9,Rachadalai Theatre
34,female,employee,bachelor,technology,travel,Lak Si,stageplay,9,Rachadalai Theatre
33,female,employee,graduate,technology,concert,Bang Rak,stageplay,9,Rachadalai Theatre
34,female,employee,bachelor,technology,rally,Sai Mai,stageplay,9,Rachadalai Theatre
19,female,student,secondary,technology,concert,Watthana,stageplay,9,Rachadalai Theatre
30,female,freelance,graduate,technology,concert,Samphanthawong,stageplay,10,Rachadalai Theatre
46,female,employee,graduate,technology,travel,Pom Prap Sattru Phai,stageplay,10,Rachadalai Theatre
16,male,student,secondary,technology,sport,Watthana,stageplay,10,Rachadalai Theatre
47,male,business,bachelor,technology,travel,Phra Khanong,stageplay,9,Rachadalai Theatre
28,male,employee,bachelor,technology,movie,Saphan Sung,stageplay,9,Rachadalai Theatre
30,male,freelance,bachelor,technology,travel,Bang Khen,stageplay,9,Rachadalai Theatre
74,male,unemployed,bachelor,technology,travel,Bangkok Yai,stageplay,9,Rachadalai Theatre
56,male,business,graduate,technology,concert,Phra Khanong,stageplay,9,Rachadalai Theatre
29,male,enterprise,bachelor,technology,movie,Chatuchak,stageplay,9,Rachadalai Theatre
27,male,business,bachelor,technology,concert,Taling Chan,stageplay,9,Rachadalai Theatre
23,female,student,bachelor,technology,concert,Taling Chan,stageplay,9,Rachadalai Theatre
31,male,employee,bachelor,technology,celebrity,Samphanthawong,stageplay,9,Rachadalai Theatre
25,male,employee,bachelor,technology,concert,Bang Rak,stageplay,9,Rachadalai Theatre
30,male,employee,bachelor,technology,travel,Wang Thonglang,stageplay,9,Rachadalai Theatre
37,female,business,graduate,technology,rally,Rat Burana,stageplay,9,Rachadalai Theatre
49,female,employee,bachelor,technology,travel,Bang Khen,stageplay,9,Rachadalai Theatre
50,female,employee,diploma,technology,concert,Khlong San,stageplay,9,Rachadalai Theatre
36,female,enterprise,bachelor,technology,travel,Phasi Charoen,stageplay,10,Rachadalai Theatre
27,female,student,graduate,technology,concert,Bang Rak,stageplay,9,Rachadalai Theatre
42,female,other,secondary,technology,travel,Sathon,stageplay,9,Rachadalai Theatre
42,female,employee,bachelor,technology,movie,Bang Na,stageplay,9,Rachadalai Theatre
44,female,employee,bachelor,technology,travel,Yan Nawa,stageplay,9,Rachadalai Theatre
47,female,business,bachelor,technology,travel,Ratchathewi,stageplay,10,Rachadalai Theatre
38,female,business,bachelor,technology,movie,Bang Kho Laem,stageplay,9,Rachadalai Theatre
30,female,employee,bachelor,technology,movie,Bang Phlat,stageplay,9,Rachadalai Theatre
55,female,enterprise,secondary,technology,concert,Phaya Thai,stageplay,9,Rachadalai Theatre
53,male,business,bachelor,technology,travel,Thawi Watthana,stageplay,9,Rachadalai Theatre
53,male,business,bachelor,technology,travel,Thawi Watthana,stageplay,9,Rachadalai Theatre
36,male,employee,bachelor,technology,movie,Bang Sue,stageplay,10,Rachadalai Theatre
36,female,employee,bachelor,technology,movie,Suan Luang,stageplay,9,Rachadalai Theatre
35,male,employee,bachelor,technology,travel,Wang Thonglang,stageplay,9,Rachadalai Theatre
47,female,employee,graduate,technology,movie,Pathum Wan,stageplay,9,Rachadalai Theatre
53,male,other,secondary,technology,concert,Prawet,stageplay,9,Rachadalai Theatre
49,female,business,diploma,technology,concert,Bang Bon,stageplay,9,Rachadalai Theatre
32,female,employee,graduate,technology,travel,Pathum Wan,stageplay,9,Rachadalai Theatre
48,male,employee,graduate,technology,concert,Bangkok Noi,stageplay,9,Rachadalai Theatre
41,male,freelance,bachelor,technology,concert,Sai Mai,stageplay,9,Rachadalai Theatre
54,male,business,bachelor,technology,movie,Din Daeng,stageplay,9,Rachadalai Theatre
26,male,business,bachelor,technology,concert,Huai Khwang,stageplay,9,Rachadalai Theatre
60,male,business,other,technology,travel,Pom Prap Sattru Phai,stageplay,10,Rachadalai Theatre
51,female,business,bachelor,technology,travel,Khlong San,stageplay,9,Rachadalai Theatre
41,female,business,bachelor,technology,travel,Khlong Sam Wa,stageplay,9,Rachadalai Theatre
34,male,business,graduate,technology,travel,Khlong Toei,stageplay,9,Rachadalai Theatre
18,female,student,secondary,technology,concert,Pom Prap Sattru Phai,stageplay,9,Rachadalai Theatre
43,male,employee,graduate,technology,travel,Saphan Sung,stageplay,10,Rachadalai Theatre
47,female,official,bachelor,technology,travel,Phra Khanong,stageplay,9,Rachadalai Theatre
4,male,official,graduate,technology,movie,Chatuchak,stageplay,9,Rachadalai Theatre
21,male,student,secondary,technology,travel,Bang Sue,stageplay,9,Rachadalai Theatre
40,male,official,graduate,technology,concert,Samphanthawong,stageplay,9,Rachadalai Theatre
28,female,employee,bachelor,technology,travel,Bang Rak,stageplay,9,Rachadalai Theatre
22,female,student,bachelor,technology,family,Bang Khen,stageplay,10,Rachadalai Theatre
53,male,enterprise,secondary,technology,travel,Bang Kapi,culture,4,Sukhothai
56,male,business,other,technology,travel,Nong Khaem,culture,4,Sukhothai
34,male,business,other,technology,travel,Wang Thonglang,culture,4,Sukhothai
41,male,business,diploma,technology,family,Bang Rak,nature,3,Chonburi
59,female,employee,bachelor,technology,travel,Bang Khen,nature,4,Chonburi
19,male,student,other,technology,rally,Bang Khen,nature,4,Chonburi
55,female,enterprise,secondary,technology,concert,Phaya Thai,nature,3,Chonburi
49,male,employee,bachelor,technology,concert,Phra Khanong,nature,3,Chonburi
60,female,other,bachelor,technology,concert,Bangkok Noi,nature,3,Chonburi
35,female,freelance,bachelor,workaholic,travel,Sathon,cooking,1,Cooking Studio Town in Town
47,male,employee,graduate,workaholic,travel,Khlong San,beauty,9,The Skin Doctors Central Chidlom
47,female,business,graduate,workaholic,travel,Bang Khun Thian,concert ,9,Impact
59,female,business,graduate,workaholic,travel,Watthana,journey,11,The Mall Bang Kapi
45,male,employee,diploma,workaholic,concert,Rat Burana,journey,10,The Mall Bang Kapi
65,female,employee,graduate,workaholic,concert,Yan Nawa,journey,10,The Mall Bang Kapi
44,male,business,secondary,workaholic,family,Thawi Watthana,journey,11,The Mall Bang Kapi
56,male,other,bachelor,workaholic,family,Saphan Sung,journey,10,The Mall Bang Kapi
55,female,other,secondary,workaholic,movie,Rat Burana,journey,10,The Mall Bang Kapi
49,female,enterprise,graduate,workaholic,other,Bang Khen,journey,11,The Mall Bang Kapi
43,female,business,secondary,workaholic,other,Khlong Sam Wa,journey,11,The Mall Bang Kapi
36,female,employee,bachelor,workaholic,extreme,Bang Kapi,journey,10,The Mall Bang Kapi
35,female,business,secondary,workaholic,travel,Bang Kho Laem,journey,11,The Mall Bang Kapi
33,male,business,other,workaholic,concert,Phasi Charoen,journey,11,The Mall Bang Kapi
52,male,business,other,workaholic,travel,Bueng Kum,journey,11,The Mall Bang Kapi
42,female,business,primary,workaholic,family,Lat Krabang,journey,11,The Mall Bang Kapi
57,male,business,bachelor,workaholic,travel,Phasi Charoen,journey,10,The Mall Bang Kapi
36,male,business,graduate,workaholic,rally,Ratchathewi,journey,10,The Mall Bang Kapi
39,male,business,graduate,workaholic,family,Samphanthawong,journey,10,The Mall Bang Kapi
